timestamp, available_bikes
1396310460,13.000000
1396310520,13.000000
1396310580,13.000000
1396310640,14.000000
1396310700,14.000000
1396310760,14.000000
1396310820,14.000000
1396310880,14.000000
1396310940,14.000000
1396311000,14.000000
1396311060,14.000000
1396311120,14.000000
1396311180,14.000000
1396311240,14.000000
1396311300,14.000000
1396311360,14.000000
1396311420,14.000000
1396311480,14.000000
1396311540,14.000000
1396311600,None
1396311660,14.000000
1396311720,14.000000
1396311780,14.000000
1396311840,15.000000
1396311900,15.000000
1396311960,15.000000
1396312020,16.000000
1396312080,15.000000
1396312140,15.000000
1396312200,15.000000
1396312260,15.000000
1396312320,15.000000
1396312380,15.000000
1396312440,15.000000
1396312500,None
1396312560,15.000000
1396312620,15.000000
1396312680,15.000000
1396312740,15.000000
1396312800,15.000000
1396312860,15.000000
1396312920,15.000000
1396312980,15.000000
1396313040,15.000000
1396313100,15.000000
1396313160,15.000000
1396313220,15.000000
1396313280,15.000000
1396313340,15.000000
1396313400,15.000000
1396313460,15.000000
1396313520,None
1396313580,15.000000
1396313640,None
1396313700,15.000000
1396313760,15.000000
1396313820,None
1396313880,None
1396313940,None
1396314000,None
1396314060,15.000000
1396314120,15.000000
1396314180,None
1396314240,None
1396314300,15.000000
1396314360,None
1396314420,None
1396314480,15.000000
1396314540,None
1396314600,None
1396314660,None
1396314720,15.000000
1396314780,15.000000
1396314840,15.000000
1396314900,15.000000
1396314960,15.000000
1396315020,15.000000
1396315080,15.000000
1396315140,15.000000
1396315200,15.000000
1396315260,16.000000
1396315320,16.000000
1396315380,17.000000
1396315440,17.000000
1396315500,17.000000
1396315560,17.000000
1396315620,17.000000
1396315680,16.000000
1396315740,None
1396315800,16.000000
1396315860,16.000000
1396315920,16.000000
1396315980,16.000000
1396316040,16.000000
1396316100,16.000000
1396316160,16.000000
1396316220,16.000000
1396316280,16.000000
1396316340,16.000000
1396316400,16.000000
1396316460,16.000000
1396316520,None
1396316580,16.000000
1396316640,16.000000
1396316700,16.000000
1396316760,16.000000
1396316820,16.000000
1396316880,16.000000
1396316940,16.000000
1396317000,16.000000
1396317060,16.000000
1396317120,17.000000
1396317180,17.000000
1396317240,17.000000
1396317300,17.000000
1396317360,17.000000
1396317420,17.000000
1396317480,17.000000
1396317540,17.000000
1396317600,17.000000
1396317660,17.000000
1396317720,17.000000
1396317780,17.000000
1396317840,None
1396317900,17.000000
1396317960,17.000000
1396318020,17.000000
1396318080,17.000000
1396318140,17.000000
1396318200,17.000000
1396318260,17.000000
1396318320,17.000000
1396318380,17.000000
1396318440,17.000000
1396318500,17.000000
1396318560,17.000000
1396318620,17.000000
1396318680,17.000000
1396318740,17.000000
1396318800,17.000000
1396318860,17.000000
1396318920,17.000000
1396318980,18.000000
1396319040,18.000000
1396319100,18.000000
1396319160,18.000000
1396319220,18.000000
1396319280,18.000000
1396319340,18.000000
1396319400,18.000000
1396319460,18.000000
1396319520,18.000000
1396319580,18.000000
1396319640,18.000000
1396319700,17.000000
1396319760,17.000000
1396319820,17.000000
1396319880,17.000000
1396319940,17.000000
1396320000,17.000000
1396320060,17.000000
1396320120,18.000000
1396320180,18.000000
1396320240,18.000000
1396320300,18.000000
1396320360,18.000000
1396320420,18.000000
1396320480,18.000000
1396320540,18.000000
1396320600,18.000000
1396320660,18.000000
1396320720,18.000000
1396320780,18.000000
1396320840,18.000000
1396320900,None
1396320960,18.000000
1396321020,18.000000
1396321080,18.000000
1396321140,18.000000
1396321200,18.000000
1396321260,18.000000
1396321320,18.000000
1396321380,18.000000
1396321440,18.000000
1396321500,18.000000
1396321560,18.000000
1396321620,18.000000
1396321680,18.000000
1396321740,18.000000
1396321800,18.000000
1396321860,18.000000
1396321920,18.000000
1396321980,18.000000
1396322040,18.000000
1396322100,18.000000
1396322160,18.000000
1396322220,18.000000
1396322280,18.000000
1396322340,18.000000
1396322400,18.000000
1396322460,None
1396322520,None
1396322580,18.000000
1396322640,18.000000
1396322700,18.000000
1396322760,18.000000
1396322820,18.000000
1396322880,None
1396322940,18.000000
1396323000,18.000000
1396323060,18.000000
1396323120,18.000000
1396323180,18.000000
1396323240,18.000000
1396323300,None
1396323360,18.000000
1396323420,18.000000
1396323480,18.000000
1396323540,18.000000
1396323600,18.000000
1396323660,18.000000
1396323720,18.000000
1396323780,18.000000
1396323840,18.000000
1396323900,18.000000
1396323960,18.000000
1396324020,18.000000
1396324080,18.000000
1396324140,18.000000
1396324200,18.000000
1396324260,None
1396324320,18.000000
1396324380,18.000000
1396324440,18.000000
1396324500,18.000000
1396324560,18.000000
1396324620,18.000000
1396324680,18.000000
1396324740,18.000000
1396324800,18.000000
1396324860,18.000000
1396324920,18.000000
1396324980,18.000000
1396325040,18.000000
1396325100,18.000000
1396325160,18.000000
1396325220,18.000000
1396325280,18.000000
1396325340,18.000000
1396325400,18.000000
1396325460,18.000000
1396325520,18.000000
1396325580,18.000000
