timestamp, available_bikes
1396310460,5.000000
1396310520,5.000000
1396310580,5.000000
1396310640,4.000000
1396310700,4.000000
1396310760,4.000000
1396310820,4.000000
1396310880,3.000000
1396310940,3.000000
1396311000,3.000000
1396311060,3.000000
1396311120,3.000000
1396311180,3.000000
1396311240,3.000000
1396311300,4.000000
1396311360,4.000000
1396311420,3.000000
1396311480,3.000000
1396311540,4.000000
1396311600,None
1396311660,5.000000
1396311720,5.000000
1396311780,5.000000
1396311840,5.000000
1396311900,5.000000
1396311960,5.000000
1396312020,5.000000
1396312080,5.000000
1396312140,5.000000
1396312200,5.000000
1396312260,4.000000
1396312320,3.000000
1396312380,3.000000
1396312440,3.000000
1396312500,None
1396312560,3.000000
1396312620,3.000000
1396312680,3.000000
1396312740,3.000000
1396312800,3.000000
1396312860,3.000000
1396312920,3.000000
1396312980,3.000000
1396313040,3.000000
1396313100,2.000000
1396313160,2.000000
1396313220,2.000000
1396313280,2.000000
1396313340,2.000000
1396313400,2.000000
1396313460,2.000000
1396313520,None
1396313580,2.000000
1396313640,None
1396313700,2.000000
1396313760,2.000000
1396313820,None
1396313880,None
1396313940,None
1396314000,None
1396314060,2.000000
1396314120,2.000000
1396314180,None
1396314240,None
1396314300,2.000000
1396314360,None
1396314420,None
1396314480,2.000000
1396314540,None
1396314600,None
1396314660,None
1396314720,2.000000
1396314780,2.000000
1396314840,2.000000
1396314900,2.000000
1396314960,2.000000
1396315020,2.000000
1396315080,2.000000
1396315140,1.000000
1396315200,1.000000
1396315260,1.000000
1396315320,1.000000
1396315380,1.000000
1396315440,1.000000
1396315500,1.000000
1396315560,1.000000
1396315620,1.000000
1396315680,1.000000
1396315740,None
1396315800,1.000000
1396315860,1.000000
1396315920,1.000000
1396315980,1.000000
1396316040,1.000000
1396316100,2.000000
1396316160,2.000000
1396316220,2.000000
1396316280,2.000000
1396316340,2.000000
1396316400,2.000000
1396316460,2.000000
1396316520,None
1396316580,2.000000
1396316640,2.000000
1396316700,2.000000
1396316760,2.000000
1396316820,2.000000
1396316880,2.000000
1396316940,2.000000
1396317000,2.000000
1396317060,2.000000
1396317120,2.000000
1396317180,2.000000
1396317240,2.000000
1396317300,2.000000
1396317360,2.000000
1396317420,2.000000
1396317480,2.000000
1396317540,2.000000
1396317600,2.000000
1396317660,2.000000
1396317720,2.000000
1396317780,2.000000
1396317840,None
1396317900,2.000000
1396317960,2.000000
1396318020,2.000000
1396318080,2.000000
1396318140,2.000000
1396318200,2.000000
1396318260,2.000000
1396318320,2.000000
1396318380,2.000000
1396318440,2.000000
1396318500,2.000000
1396318560,2.000000
1396318620,2.000000
1396318680,2.000000
1396318740,2.000000
1396318800,2.000000
1396318860,2.000000
1396318920,2.000000
1396318980,2.000000
1396319040,2.000000
1396319100,2.000000
1396319160,2.000000
1396319220,2.000000
1396319280,2.000000
1396319340,2.000000
1396319400,2.000000
1396319460,2.000000
1396319520,2.000000
1396319580,2.000000
1396319640,2.000000
1396319700,2.000000
1396319760,2.000000
1396319820,2.000000
1396319880,2.000000
1396319940,2.000000
1396320000,2.000000
1396320060,2.000000
1396320120,2.000000
1396320180,2.000000
1396320240,2.000000
1396320300,2.000000
1396320360,2.000000
1396320420,2.000000
1396320480,2.000000
1396320540,2.000000
1396320600,2.000000
1396320660,2.000000
1396320720,2.000000
1396320780,2.000000
1396320840,2.000000
1396320900,None
1396320960,2.000000
1396321020,2.000000
1396321080,2.000000
1396321140,2.000000
1396321200,2.000000
1396321260,2.000000
1396321320,2.000000
1396321380,2.000000
1396321440,1.000000
1396321500,1.000000
1396321560,1.000000
1396321620,1.000000
1396321680,1.000000
1396321740,1.000000
1396321800,1.000000
1396321860,1.000000
1396321920,1.000000
1396321980,1.000000
1396322040,1.000000
1396322100,1.000000
1396322160,1.000000
1396322220,1.000000
1396322280,1.000000
1396322340,1.000000
1396322400,1.000000
1396322460,None
1396322520,None
1396322580,1.000000
1396322640,1.000000
1396322700,1.000000
1396322760,1.000000
1396322820,1.000000
1396322880,None
1396322940,1.000000
1396323000,1.000000
1396323060,1.000000
1396323120,1.000000
1396323180,1.000000
1396323240,1.000000
1396323300,None
1396323360,1.000000
1396323420,1.000000
1396323480,1.000000
1396323540,1.000000
1396323600,1.000000
1396323660,1.000000
1396323720,1.000000
1396323780,1.000000
1396323840,1.000000
1396323900,1.000000
1396323960,1.000000
1396324020,1.000000
1396324080,1.000000
1396324140,1.000000
1396324200,1.000000
1396324260,None
1396324320,1.000000
1396324380,1.000000
1396324440,1.000000
1396324500,1.000000
1396324560,1.000000
1396324620,1.000000
1396324680,1.000000
1396324740,1.000000
1396324800,1.000000
1396324860,1.000000
