datetime,available_bikes
1371150360,12
1371150420,12
1371150480,12
1371150600,12
1371150660,12
1371150720,12
1371150840,12
1371150900,12
1371150960,12
1371151020,12
1371151080,12
1371151140,12
1371151260,12
1371151320,12
1371151380,12
1371151440,12
1371151560,12
1371151620,12
1371151680,12
1371151740,12
1371151800,12
1371151860,13
1371151980,12
1371152040,12
1371152100,12
1371152220,12
1371152340,12
1371152400,12
1371152460,12
1371152520,12
1371152580,12
1371152640,12
1371152700,12
1371152760,13
1371152820,12
1371152880,12
1371152940,12
1371153000,12
1371153060,13
1371153120,13
1371153180,13
1371153240,13
1371153300,13
1371153420,13
1371153540,13
1371153600,13
1371153660,13
1371153780,13
1371153840,13
1371153900,13
1371153960,14
1371154020,14
1371154080,14
1371154140,14
1371154260,14
1371154320,14
1371154380,14
1371154440,14
1371154500,14
1371154560,14
1371154680,14
1371154740,14
1371154800,14
1371154860,14
1371154980,14
1371155040,14
1371155100,14
1371155220,14
1371155280,14
1371155340,14
1371155400,14
1371155520,14
1371155580,14
1371155640,14
1371155700,14
1371155760,14
1371155820,14
1371155880,14
1371155940,14
1371156000,14
1371156060,14
1371156120,14
1371156240,14
1371156300,12
1371156360,12
1371156480,13
1371156540,13
1371156600,13
1371156660,13
1371156720,14
1371156780,14
1371156900,13
1371156960,13
1371157020,13
1371157080,14
1371157140,14
1371157260,13
1371157320,14
1371157380,14
1371157440,14
1371157500,14
1371157560,14
1371157620,14
1371157680,14
1371157740,13
1371157860,13
1371157920,13
1371157980,13
1371158040,13
1371158100,13
1371158160,13
1371158220,13
1371158340,13
1371158400,14
1371158520,14
1371158580,15
1371158640,15
1371158700,15
1371158760,13
1371158880,15
1371158940,15
1371159000,15
1371159060,15
1371159120,15
1371159180,14
1371159240,14
1371159360,14
1371159420,14
1371159480,14
1371159540,13
1371159660,13
1371159720,13
1371159780,14
1371159840,14
1371159900,15
1371159960,15
1371160020,15
1371160080,14
1371160140,14
1371160200,14
1371160320,14
1371160380,13
1371160440,12
1371160500,11
1371160560,10
1371160680,11
1371160740,11
1371160800,11
1371160920,11
1371160980,11
1371161040,12
1371161160,11
1371161280,11
1371161340,11
1371161400,10
1371161460,10
1371161580,10
1371161640,10
1371161700,10
1371161760,10
1371161820,9
1371161880,9
1371161940,9
1371162000,9
1371162120,9
1371162240,9
1371162360,9
1371162420,9
1371162480,9
1371162540,9
1371162600,9
1371162660,9
1371162720,9
1371162780,9
1371162840,9
1371162900,9
1371163020,11
1371163080,11
1371163140,11
1371163200,11
1371163320,11
1371163380,11
1371163440,11
1371163560,11
1371163680,10
1371163740,10
1371163800,10
1371163860,10
1371163980,10
1371164040,10
1371164100,10
1371164160,9
1371164220,8
1371164280,8
1371164340,8
1371164400,8
1371164460,8
1371164580,9
1371164640,9
1371164700,10
1371164760,9
1371164820,9
1371164940,10
1371165000,10
1371165060,9
1371165180,9
1371165240,9
1371165300,9
1371165360,9
1371165480,10
1371165540,10
1371165660,10
1371165780,10
1371165840,10
1371165900,10
1371165960,10
1371166020,10
1371166080,10
1371166140,10
1371166200,10
1371166260,10
1371166320,10
1371166380,10
1371166440,10
1371166500,10
1371166560,10
1371166620,10
1371166680,10
1371166740,10
1371166800,10
1371166860,11
1371166920,11
1371166980,11
1371167040,11
1371167100,11
1371167160,11
1371167280,11
1371167340,11
1371167400,11
1371167460,11
1371167580,11
1371167640,11
1371167700,11
1371167760,11
1371167880,11
1371167940,11
1371168000,11
1371168060,11
1371168180,11
1371168240,11
1371168300,11
1371168360,11
1371168420,11
1371168480,11
1371168540,11
1371168600,11
1371168660,11
1371168720,11
1371168780,11
1371168840,11
1371168900,11
1371169020,11
1371169080,11
1371169140,11
1371169200,11
1371169260,11
1371169320,11
1371169440,11
1371169500,11
1371169560,11
1371169620,11
1371169740,11
1371169800,11
1371169860,11
1371169920,11
1371169980,11
1371170040,11
1371170100,11
1371170160,11
1371170220,11
1371170280,11
1371170340,11
1371170400,11
1371170460,11
1371170520,11
1371170580,11
1371170640,11
1371170700,11
1371170760,11
1371170820,11
1371170880,11
1371170940,11
1371171000,11
1371171060,11
1371171120,11
1371171180,11
1371171240,11
1371171360,11
1371171420,11
1371171480,11
1371171540,11
1371171600,11
1371171660,11
1371171720,11
1371171780,11
1371171840,11
1371171900,12
1371172020,12
1371172080,12
1371172140,12
1371172200,12
1371172320,12
1371172380,12
1371172440,12
1371172500,12
1371172560,12
1371172620,12
1371172680,12
1371172740,12
1371172800,12
1371172860,12
1371172920,12
1371172980,12
1371173100,12
1371173160,12
1371173220,12
1371173280,12
1371173400,12
1371173520,12
1371173640,12
1371173700,12
1371173760,12
1371173820,12
1371173880,12
1371173940,12
1371174000,12
1371174060,12
1371174120,12
1371174180,12
1371174240,12
1371174300,12
1371174360,12
1371174420,12
1371174480,12
1371174600,12
1371174660,12
1371174720,12
1371174780,12
1371174840,12
1371174900,12
1371174960,12
1371175080,12
1371175140,12
1371175200,12
1371175260,12
1371175380,12
1371175440,12
1371175560,12
1371175620,12
1371175680,12
1371175800,12
1371175860,12
1371175980,12
1371176040,12
1371176100,12
1371176160,12
1371176220,12
1371176400,12
1371176460,12
1371176580,12
1371176700,12
1371176760,12
1371176820,12
1371176940,12
1371177000,12
1371177120,12
1371177180,12
1371177240,12
1371177300,12
1371177360,12
1371177420,12
1371177480,12
1371177540,12
1371177600,12
1371177660,12
1371177720,12
1371177780,12
1371177840,12
1371177900,12
1371177960,12
1371178020,12
1371178140,12
1371178200,12
1371178320,12
1371178380,12
1371178440,12
1371178500,12
1371178560,12
1371178620,12
1371178680,12
1371178740,12
1371178800,12
1371178860,12
1371178920,12
1371179040,12
1371179160,12
1371179220,12
1371179280,12
1371179340,12
1371179460,12
1371179520,12
1371179580,12
1371179700,12
1371179760,12
1371179820,12
1371179880,12
1371179940,12
1371180000,12
1371180060,12
1371180120,12
1371180180,12
1371180240,12
1371180300,12
1371180360,12
1371180420,12
1371180480,12
1371180540,12
1371180660,12
1371180720,12
1371180780,12
1371180840,12
1371180900,12
1371180960,12
1371181020,12
1371181080,12
1371181140,12
1371181200,12
1371181320,12
1371181380,12
1371181440,12
1371181500,12
1371181560,12
1371181620,12
1371181680,12
1371181740,12
1371181800,12
1371181860,12
1371181920,12
1371181980,12
1371182040,12
1371182100,11
1371182160,11
1371182220,11
1371182280,11
1371182340,11
1371182400,11
1371182520,11
1371182580,11
1371182640,11
1371182700,11
1371182760,11
1371182820,11
1371182880,11
1371182940,11
1371183000,11
1371183060,11
1371183120,11
1371183240,11
1371183360,11
1371183420,11
1371183480,11
1371183540,11
1371183660,11
1371183720,11
1371183840,11
1371183960,11
1371184020,11
1371184080,11
1371184140,11
1371184200,11
1371184260,11
1371184320,11
1371184380,11
1371184440,11
1371184500,11
1371184560,11
1371184620,11
1371184680,11
1371184740,11
1371184800,11
1371184860,11
1371184980,11
1371185040,11
1371185100,11
1371185220,11
1371185280,11
1371185340,11
1371185400,11
1371185460,11
1371185520,11
1371185580,11
1371185640,11
1371185760,11
1371185820,11
1371185880,11
1371185940,11
1371186000,11
1371186060,11
1371186120,11
1371186240,11
1371186300,11
1371186360,11
1371186420,11
1371186480,11
1371186540,11
1371186600,11
1371186720,11
1371186840,11
1371187020,11
1371187080,11
1371187140,11
1371187200,11
1371187320,11
1371187380,11
1371187440,11
1371187500,11
1371187560,11
1371187620,11
1371187680,11
1371187740,11
1371187800,11
1371187860,11
1371187920,11
1371187980,11
1371188040,11
1371188160,11
1371188280,11
1371188340,11
