datetime,available_bikes
1376332260,6
1376332320,6
1376332440,6
1376332500,6
1376332560,6
1376332620,6
1376332680,6
1376332740,6
1376332800,6
1376332980,6
1376333040,5
1376333100,5
1376333160,5
1376333280,5
1376333340,5
1376333400,5
1376333460,5
1376333580,5
1376333640,5
1376333820,5
1376333940,5
1376334000,5
1376334060,3
1376334120,3
1376334180,3
1376334240,4
1376334300,4
1376334480,4
1376334540,5
1376334660,5
1376334720,5
1376334780,5
1376334840,5
1376334960,5
1376335020,5
1376335080,5
1376335140,5
1376335200,4
1376335260,4
1376335320,4
1376335440,5
1376335500,5
1376335620,3
1376335680,3
1376335740,3
1376335800,3
1376335920,3
1376335980,3
1376336100,3
1376336160,3
1376336220,3
1376336340,3
1376336460,3
1376336520,3
1376336640,3
1376336760,3
1376336880,3
1376336940,3
1376337000,2
1376337060,3
1376337120,2
1376337180,1
1376337300,0
1376337360,0
1376337420,0
1376337540,0
1376337660,0
1376337720,0
1376337780,0
1376337840,0
1376337960,0
1376338080,1
1376338260,1
1376338380,1
1376338440,1
1376338500,1
1376338560,1
1376338620,1
1376338740,1
1376338800,1
1376338860,1
1376338980,1
1376339100,1
1376339160,1
1376339220,1
1376339280,1
1376339400,2
1376339520,2
1376339580,3
1376339640,3
1376339700,2
1376339820,1
1376339940,3
1376340060,3
1376340120,4
1376340180,3
1376340240,4
1376340300,4
1376340360,5
1376340420,5
1376340480,5
1376340540,5
1376340660,5
1376340720,5
1376340840,5
1376340960,4
1376341020,3
1376341080,3
1376341140,2
1376341200,2
1376341380,2
1376341440,2
1376341560,4
1376341620,4
1376341740,4
1376341800,5
1376341920,6
1376341980,5
1376342040,5
1376342220,4
1376342280,4
1376342340,4
1376342400,4
1376342460,4
1376342520,4
1376342640,5
1376342700,5
1376342760,5
1376342820,3
1376342880,4
1376342940,3
1376343000,3
1376343060,3
1376343180,3
1376343240,3
1376343300,3
1376343360,4
1376343420,6
1376343480,6
1376343600,6
1376343660,6
1376343780,6
1376343960,5
1376344020,5
1376344080,6
