datetime,available_bikes
1371150360,16
1371150420,16
1371150480,16
1371150600,16
1371150660,16
1371150720,16
1371150840,16
1371150900,18
1371150960,18
1371151020,17
1371151080,16
1371151140,16
1371151260,16
1371151320,16
1371151380,16
1371151440,16
1371151560,16
1371151620,16
1371151680,17
1371151740,17
1371151800,17
1371151860,17
1371151980,17
1371152040,17
1371152100,17
1371152220,19
1371152340,17
1371152400,17
1371152460,17
1371152520,17
1371152580,17
1371152640,17
1371152700,16
1371152760,16
1371152820,16
1371152880,16
1371152940,16
1371153000,16
1371153060,16
1371153120,16
1371153180,16
1371153240,16
1371153300,16
1371153420,17
1371153540,17
1371153600,16
1371153660,16
1371153780,15
1371153840,15
1371153900,14
1371153960,14
1371154020,14
1371154080,14
1371154140,13
1371154260,13
1371154320,13
1371154380,13
1371154440,13
1371154500,13
1371154560,13
1371154680,14
1371154740,14
1371154800,14
1371154860,15
1371154980,15
1371155040,15
1371155100,15
1371155220,15
1371155280,15
1371155340,15
1371155400,15
1371155520,15
1371155580,16
1371155640,16
1371155700,15
1371155760,15
1371155820,15
1371155880,15
1371155940,15
1371156000,15
1371156060,15
1371156120,15
1371156240,15
1371156300,15
1371156360,15
1371156480,15
1371156540,15
1371156600,15
1371156660,15
1371156720,15
1371156780,14
1371156900,13
1371156960,13
1371157020,13
1371157080,13
1371157140,13
1371157260,13
1371157320,13
1371157380,13
1371157440,13
1371157500,12
1371157560,12
1371157620,12
1371157680,11
1371157740,11
1371157860,11
1371157920,11
1371157980,11
1371158040,11
1371158100,11
1371158160,11
1371158220,11
1371158340,10
1371158400,10
1371158520,9
1371158580,11
1371158640,11
1371158700,10
1371158760,11
1371158880,13
1371158940,13
1371159000,13
1371159060,13
1371159120,13
1371159180,13
1371159240,13
1371159360,14
1371159420,14
1371159480,19
1371159540,20
1371159660,21
1371159720,22
1371159780,22
1371159840,22
1371159900,22
1371159960,22
1371160020,23
1371160080,23
1371160140,24
1371160200,23
1371160320,22
1371160380,22
1371160440,22
1371160500,22
1371160560,21
1371160680,21
1371160740,21
1371160800,23
1371160920,23
1371160980,24
1371161040,24
1371161160,24
1371161280,24
1371161340,23
1371161400,22
1371161460,21
1371161580,22
1371161640,24
1371161700,22
1371161760,24
1371161820,24
1371161880,24
1371161940,24
1371162000,24
1371162120,25
1371162240,25
1371162360,23
1371162420,21
1371162480,21
1371162540,21
1371162600,22
1371162660,23
1371162720,23
1371162780,24
1371162840,24
1371162900,25
1371163020,25
1371163080,25
1371163140,24
1371163200,24
1371163320,23
1371163380,23
1371163440,24
1371163560,23
1371163680,22
1371163740,23
1371163800,23
1371163860,22
1371163980,22
1371164040,22
1371164100,22
1371164160,23
1371164220,23
1371164280,23
1371164340,25
1371164400,26
1371164460,25
1371164580,26
1371164640,27
1371164700,27
1371164760,27
1371164820,27
1371164940,28
1371165000,28
1371165060,29
1371165180,29
1371165240,29
1371165300,30
1371165360,30
1371165480,29
1371165540,29
1371165660,29
1371165780,29
1371165840,29
1371165900,29
1371165960,29
1371166020,29
1371166080,29
1371166140,29
1371166200,29
1371166260,29
1371166320,29
1371166380,29
1371166440,29
1371166500,29
1371166560,29
1371166620,29
1371166680,29
1371166740,29
1371166800,30
1371166860,31
1371166920,31
1371166980,31
1371167040,31
1371167100,32
1371167160,31
1371167280,31
1371167340,31
1371167400,31
1371167460,31
1371167580,31
1371167640,31
1371167700,31
1371167760,32
1371167880,32
1371167940,32
1371168000,32
1371168060,32
1371168180,32
1371168240,32
1371168300,32
1371168360,32
1371168420,32
1371168480,32
1371168540,32
1371168600,32
1371168660,32
1371168720,32
1371168780,32
1371168840,32
1371168900,32
1371169020,32
1371169080,32
1371169140,32
1371169200,32
1371169260,32
1371169320,32
1371169440,32
1371169500,32
1371169560,32
1371169620,32
1371169740,32
1371169800,32
1371169860,31
1371169920,31
1371169980,31
1371170040,31
1371170100,31
1371170160,31
1371170220,31
1371170280,31
1371170340,31
1371170400,31
1371170460,31
1371170520,31
1371170580,31
1371170640,31
1371170700,31
1371170760,31
1371170820,31
1371170880,31
1371170940,31
1371171000,31
1371171060,31
1371171120,31
1371171180,31
1371171240,31
1371171360,31
1371171420,31
1371171480,31
1371171540,31
1371171600,31
1371171660,31
1371171720,31
1371171780,31
1371171840,31
1371171900,31
1371172020,31
1371172080,31
1371172140,31
1371172200,31
1371172320,31
1371172380,31
1371172440,31
1371172500,31
